Invoice Audit
Manohar Sisodiya
26-July-2022

1	11416290	2
2	11300321	2
3	11356895	3
4	11358815	10
5	11359471	2
6	11341688	4
7	11417842	6
8	11248727	4
9	11293190	2
10	11311216	4
11	11317509	1
12	11353090	2
13	11372309	1
14	11351150	4
15	11393750	3
16	11318186	1
17	11330297	4
18	11393522	3
19	11337872	4
20	11337883	4
21	11337884	4
22	11337885	2
23	11337886	4
24	11337887	3
25	11402491	4
26	11371871	1
27	11352689	1
28	11372305	2
29	11362459	2
30	11393305	3
31	11409627	2
32	11414123	5
33	11373518	2
34	11375861	1
35	11396898	3
36	11383954	2
37	11193058	10
38	11406941	3
39	11405314	3
40	11212063	3
41	11356108	2
42	11212064	3
43	11374247	2
44	11387676	2
45	11231894	1
46	11396638	1
47	11273906	6
48	11402539	10
49	11273907	5
50	11276816	3
51	11309616	4
52	11402487	4
53	11363163	1
54	11396727	3
55	11310096	10
56	11341353	3
57	11405688	4
58	11388210	2
59	11389444	2
60	11405687	4
61	11341354	3
62	11403288	1
63	11370687	2
64	11374115	1
65	11403123	2
66	11346518	2
67	11355807	11
68	11355807	11	Skip
69	11355807	11	Skip	
70	11355807	11	Skip
71	11414245	2
72	11362358	7
73	11362358	7	Skip
74	11362358	7	Skip
75	11362358	7	Skip
76	11329609	1
77	11329289	1
78	11331229	1
79	11415392	1
80	11410238	2
81	11355825	4
82	11372485	4
83	11372485	4	Skip
84	11401977	7
85	11401977	7	Skip
86	11323313	2
87	11374103	1
88	11373648	4
89	11325380	2
90	11326417	2
91	11386826	2
92	11290126	4
93	11394976	2
94	11332766	12
95	11395009	2
96	11371665	2
97	11395022	2
98	11418405	1
99	11406291	2
100	11395014	2
101	11342615	1
102	11397932	2
103	11319168	10
104	11397930	2
105	11333012	8
106	11315287	5
107	11331247	2
108	11332080	2
109	11336407	10
110	11345733	1
111	11344753	2
112	11345231	1
113	11343779	5
114	11345395	2
115	11278279	17
116	11416646	1
117	11367880	1
118	11416816	3
119	11416794	2
120	11261916	3
121	11416391	1
122	11400388	1
123	11400414	1
124	11404738	1
125	11258935	2
126	11345410	1
127	11345476	1
128	11345611	1
129	11345782	3
130	11345840	4
131	11387258	12
132	11254209	17
133	11254221	4
134	11401614	1
135	11418420	3
136	11405659	3
137	11325653	1
138	11325671	1
139	11325679	1
140	11325675	1
141	11326004	1
142	11348896	2
143	11402922	1
144	11413004	7
145	11261410	8
146	11356449	1
147	11262360	8
148	11363255	1
149	11262371	8
150	11374977	1
151	11268244	7
152	11268244	7	Skip
153	11273362	8
154	11284274	6
155	11348155	2
156	11349026	1
157	11288354	8
158	11349030	1
159	11288358	8
160	11350505	1
161	11396772	3
162	11293168	10
163	11350552	6
164	11297653	6
165	11357933	2
166	11309785	12
167	11363258	1
168	11409257	1
169	11310490	4
170	11314815	6
171	11403927	1
172	11314842	12
173	11317762	10
174	11318241	10
175	11324184	1
176	11319202	10
177	11372377	1
178	11319226	6
179	11372744	1
180	11344461	1
181	11331609	17
182	11327209	12
183	11377759	4
184	11387795	3
185	11327214	12
186	11377765	2
187	11340065	8
188	11340071	10
189	11380027	3
190	11351985	4
191	11185018	2
192	11403459	2
193	11366328	1
194	11398108	2
195	11403553	1
196	11402938	3
197	11407821	3
198	11323805	2
199	11392830	2
200	11384180	2
201	11389100	3
202	11389101	5
203	11413716	2
204	11402826	5
205	11364611	1
206	11387733	4
207	11372341	3
208	11372341	3	Skip
209	11372341	3	Skip
210	11387107	8
211	11402449	4
212	11392846	2
213	11392865	2
214	11407957	2
215	11413284	1
216	11385760	4
217	11395413	1
218	11364589	1
219	11364589	1	Skip
220	11403730	1
221	11386268	1
222	11403732	1
223	11401335	1
224	11389028	2
225	11407915	1
226	11389030	4
227	11409594	3
228	11402821	5
229	11407270	1
230	11405266	3
231	11380775	1
232	11380775	1	Skip
233	11407271	2
234	11418107	1
235	11401960	1
236	11407272	2
237	11407283	2
238	11315788	1
239	11421753	1
240	11413901	25
241	11253634	4
242	11369885	2
243	11421852	5
244	11280034	1
245	11375382	3
246	11295737	4
247	11262333	6
248	11268016	2
249	11268398	3
250	11279619	4
251	11402439	4
252	11331639	2
253	11271487	1
254	11422027	2
255	11295727	7
256	11365011	1
257	11412187	2
258	11412189	1
259	11418931	1
260	11354267	4
261	11362589	1
262	11394754	1
263	11367909	2
264	11367925	2
265	11368008	2
266	11368069	2
267	11373331	7
268	11378735	2
269	11400040	1
270	11380650	1
271	11419469	12
272	11383589	1
273	11373534	7
274	11407965	2
275	11377992	7
276	11417161	2
277	11389002	1
278	11395884	1
279	11402084	3
280	11403887	1
281	11325999	1
282	11418217	5
283	11244645	3
284	11352833	1
285	11352833	1	Skip
286	11396571	3
287	11398014	1
288	11401229	3
289	11350245	1
290	11401566	2
291	11317222	4
292	11404215	1
293	11418316	1
294	11333603	3
295	11407408	1
296	11396880	4
297	11407920	1
298	11414111	2
299	11350202	1
300	11351392	12
