Invoice Audit
Sanket Zanjal
26-July-2022
	
1	11267257	2
2	11416524	2
3	11267266	5
4	11267266	5	skip
5	11267266	5	skip
6	11420524	1
7	11344671	10
8	11394773	1
9	11401981	1
10	11400787	1
11	11346353	1
12	11358200	14
13	11395909	4
14	11401249	1
15	11401249	1	skip
16	11418113	1	
17	11410252	2
18	11404876	1
19	11416777	1
20	11404973	2
21	11398141	2
22	11389454	1
23	11414115	1
24	11267268	3
25	11413391	1
26	11384029	2
27	11412616	2
28	11409618	2
29	11403755	4
30	11404931	1
31	11396536	1
32	11398105	2
33	11394717	1
34	11382173	2
35	11409698	2
36	11405039	3
37	11382182	1
38	11391912	2
39	11371527	1
40	11382167	1
41	11371530	1
42	11363669	2
43	11371529	1
44	11364160	2
45	11364128	2
46	11330865	1	
47	11412660	1
48	11414348	1
49	11414382	1
50	11409687	2
51	11400757	8
52	11409700	2
53	11360841	10
54	11408337	3
55	11395717	2
56	11342335	1
57	11396262	2
58	11389038	5
59	11391579	3
60	11406468	1
61	11393981	1
62	11341193	1
63	11363197	1
64	11405048	1
65	11386678	2
66	11370719	1	
67	11370717	1
68	11402162	2
69	11357215	14
70	11402115	1
71	11370699	1
72	11416450	1
73	11367907	1
74	11367893	1
75	11400053	11
76	11375832	1
77	11404903	2
78	11412367	1
79	11392140	1
80	11385664	2
81	11373089	2
82	11370778	1
83	11406407	8
84	11367165	1
85	11367165	1	skip
86	11367165	1	skip
87	11400440	1
88	11376202	4
89	11346080	1
90	11367968	2
91	11369934	2
92	11412214	2
93	11368610	2
94	11379940	2
95	11373956	2
96	11367485	2
97	11392132	3
98	11389705	3
99	11388581	5
100	11355948	2
101	11355733	4
102	11355664	4
103	11396985	3
104	11379895	2
105	11367474	2
106	11406950	4
107	11384556	2
108	11379734	2
109	11379496	2
110	11376214	3
111	11371875	2	
112	11367621	2
113	11358828	2
114	11331636	3
115	11295742	2
116	11278492	1
117	11353486	4
118	11278482	1
119	11392062	3
120	11250584	6
121	11396358	2
122	11402428	3
123	11400750	3
124	11396475	2
125	11392181	2
126	11382683	4
127	11387968	3
128	11387851	2
129	11383170	2
130	11382545	4
131	11379351	2
132	11366384	3
133	11364595	1
134	11352309	3
135	11371842	3
136	11371842	3	skip
137	11371842	3	skip
138	11327476	2
139	11313544	6
140	11385663	6
141	11337553	4
142	11337553	4	skip
143	11337553	4	skip
144	11304770	2
145	11387102	3
146	11400426	3
147	11396647	6
148	11343381	1
149	11259041	1
150	11364425	5
151	11301595	2
152	11410593	1
153	11403002	2
154	11315623	7
155	11407960	3
156	11407959	2
157	11355984	2
158	11370219	1
159	11394001	3	
160	11404212	1
161	11395861	2
162	11385139	2
163	11301106	11
164	11301106	11	skip
165	11301106	11	skip
166	11392677	2
167	11250819	2
168	11408205	1
169	11392668	2
170	11409735	1
171	11292636	2
172	11419587	1
173	11343586	8
174	11406936	2
175	11383408	1
176	11338778	2
177	11406805	5
178	11256172	3
179	11334054	12
180	11334054	12	skip
181	11334054	12	skip
182	11396322	1
183	11401104	2
184	11273200	1
185	11369657	3
186	11346606	1
187	11383920	3
188	11383920	3	skip
189	11383920	3	skip
190	11391886	1
191	11340997	6
192	11345501	9
193	11345501	9	skip
194	11345501	9	skip
195	11340995	6
196	11403972	3
197	11294235	1
198	11370309	2
199	11370309	2	skip
200	11370309	2	skip
201	11356441	3
202	11356441	3	skip
203	11356441	3	skip
204	11356201	2
205	11356201	2	skip
206	11356201	2	skip
207	11353912	2
208	11353912	2	skip
209	11353912	2	skip
210	11353436	2
211	11373214	4
212	11375391	2
213	11375409	2
214	11353905	2
215	11353905	2	skip
216	11353905	2	skip
217	11352330	2
218	11352330	2	skip
219	11352330	2	skip
220	11346716	3
221	11346716	3	skip
222	11346716	3	skip
223	11419558	2
224	11412565	2
225	11376151	2
226	11345706	3
227	11345706	3	skip
228	11345706	3	skip
229	11313887	12
230	11313887	12	skip
231	11313887	12	skip
232	11313887	12	skip
233	11313887	12	skip
234	11313887	12	skip
235	11313887	12	skip
236	11313887	12	skip
237	11363510	2
238	11323444	10
239	11323444	10	skip
240	11323444	10	skip
241	11323444	10	skip
242	11323444	10	skip
243	11397041	1
244	11400480	3
245	11376149	2
246	11398087	1
247	11393524	2
248	11398389	1
249	11391942	11
250	11380985	1
251	11345705	3
252	11345705	3	skip
253	11345705	3	skip
254	11382147	4
255	11344480	3
256	11344480	3	skip
257	11344480	3	skip
258	11388517	2
259	11350033	2
260	11232243	1
261	11367334	4
262	11413424	1
263	11352473	1
264	11263417	3
265	11263417	3	skip
266	11263417	3	skip
267	11263417	3	skip
268	11263417	3	skip
269	11349346	6
270	11344263	2
271	11327443	1
272	11325734	1
273	11329673	4
274	11339210	4
275	11339210	4	skip
276	11339210	4	skip
277	11339210	4	skip
278	11339210	4	skip
279	11307320	2
280	11339361	4
281	11339361	4	skip
282	11339361	4	skip
283	11339361	4	skip
284	11339361	4	skip
285	11347726	2
286	11417636	1
287	11369415	2
288	11344342	3
289	11343630	3
290	11419954	1
291	11290337	1
292	11324124	3
293	11199765	1
294	11324049	4
295	11321374	2
296	11283056	2
297	11321362	3
298	11351505	1
299	11321071	2
300	11321057	2
301	11278749	2
302	11256162	2
303	11256162	2	skip
304	11256162	2	skip
305	11256162	2	skip
306	11418099	3
307	11275159	1
308	11239184	5
309	11311411	1
310	11256130	2
311	11256130	2	skip
312	11256130	2	skip
313	11256130	2	skip
314	11142296	13
315	11142296	13	skip
316	11142296	13	skip
317	11142296	13	skip
318	11142296	13	skip
319	11142296	13	skip
320	11417110	1
321	11256123	2
322	11256123	2	skip
323	11256123	2	skip
324	11256123	2	skip
325	11267531	2
326	11403144	2
327	11248418	3
328	11248418	3	skip
