Invoice Audit
Sanket Zanjal
26-July-2022
329	11248418	3	skip
330	11397900	3
331	11396529	1	
332	11389719	1
333	11237816	2
334	11237816	2	skip
335	11237816	2	skip
336	11237816	2	skip
337	11383494	2
338	11409605	1
339	11404559	7	
340	11215507	2
341	11421571	2
342	11416973	3
343	11416895	1
344	11400877	3
345	11414344	2	
346	11413691	1
347	11361078	2
348	11362101	1
349	11408796	2
350	11215505	1
351	11384324	2
352	11215500	1
353	11367244	2
354	11408105	2	
355	11316360	2
356	11316360	2	skip
357	11316360	2	skip
358	11197356	1
359	11339334	1
360	11339333	1
361	11373203	1
362	11335247	1	
363	11393486	2
364	11334380	1
365	11393602	2
366	11333785	2
367	11329952	1
368	11192189	2
369	11192189	2	skip
370	11329509	1	
371	11324901	1
372	11316094	1
373	11373185	1
374	11313958	1
375	11416849	6
376	11413590	1
377	11375913	2
378	11406799	5
379	11326777	2
380	11410429	1
381	11278336	2
382	11409308	3
383	11402323	3
384	11277911	7
385	11277911	7	skip
386	11277911	7	skip
387	11277911	7	skip
388	11277911	7	skip
389	11387598	3
390	11387598	3	skip
391	11387598	3	skip
392	11387598	3	skip
393	11387598	3	skip
394	11397609	1
395	11408846	2
396	11273219	4
397	11358580	2
398	11400914	2
399	11264936	4
400	11376548	2
401	11167818	1
402	11401572	2
403	11352377	2
404	11392284	2
405	11408937	1
406	11410284	1
407	11312700	1
408	11312675	1
409	11384516	1
410	11306534	9
411	11306534	9	skip
412	11306534	9	skip
413	11306534	9	skip
414	11306534	9	skip
415	11418484	1
416	11342450	1
417	11384277	2
418	11328092	2
419	11410316	6
420	11383577	1
421	11383154	16
422	11383154	16	skip
423	11383154	16	skip
424	11383154	16	skip
425	11383154	16	skip
426	11344418	2
427	11375295	2
428	11418665	1	
429	11400294	3
430	11389516	5
431	11388086	4
432	11374462	6
433	11374462	6	skip
434	11374462	6	skip
435	11374462	6	skip
436	11374462	6	skip
437	11374252	9
438	11374252	9	skip
439	11374252	9	skip
440	11374252	9	skip
441	11374252	9	skip
442	11418243	2
443	11404591	2
444	11387579	2
445	11402062	3
446	11371573	2
447	11411013	1
448	11372091	3
449	11372091	3	skip
450	11372091	3	skip
451	11372091	3	skip
452	11372091	3	skip
453	11349533	7
454	11349533	7	skip
455	11349533	7	skip
456	11349533	7	skip
457	11349533	7	skip
458	11377658	4
459	11407780	2
460	11371580	2
461	11357113	1
